"session","id","age","economic_status","sex","faculty_player","ac1","ac2","treatment","campus","attention_pass","valid_treatment","analysis_include","iri_total","iri_fs","iri_ec","iri_pt","iri_pd","faculty_neg_1_s1","faculty_neg_2_s1","faculty_victim_s1","decision_neg1_s1","decision_neg2_s1","judgement_n1_s1","judgement_n2_s1","judgement_compare_s1","faculty_neg_1_s2","faculty_neg_2_s2","faculty_victim_s2","decision_neg1_s2","decision_neg2_s2","judgement_n1_s2","judgement_n2_s2","judgement_compare_s2","faculty_neg_1_s3","faculty_neg_2_s3","faculty_victim_s3","decision_neg1_s3","decision_neg2_s3","judgement_n1_s3","judgement_n2_s3","judgement_compare_s3","faculty_neg_1_s4","faculty_neg_2_s4","faculty_victim_s4","decision_neg1_s4","decision_neg2_s4","judgement_n1_s4","judgement_n2_s4","judgement_compare_s4","faculty_neg_1_s5","faculty_neg_2_s5","faculty_victim_s5","decision_neg1_s5","decision_neg2_s5","judgement_n1_s5","judgement_n2_s5","judgement_compare_s5","faculty_neg_1_s6","faculty_neg_2_s6","faculty_victim_s6","decision_neg1_s6","decision_neg2_s6","judgement_n1_s6","judgement_n2_s6","judgement_compare_s6","faculty_neg_1_s7","faculty_neg_2_s7","faculty_victim_s7","decision_neg1_s7","decision_neg2_s7","judgement_n1_s7","judgement_n2_s7","judgement_compare_s7","faculty_neg_1_s8","faculty_neg_2_s8","faculty_victim_s8","decision_neg1_s8","decision_neg2_s8","judgement_n1_s8","judgement_n2_s8","judgement_compare_s8","faculty_neg_1_s9","faculty_neg_2_s9","faculty_victim_s9","decision_neg1_s9","decision_neg2_s9","judgement_n1_s9","judgement_n2_s9","judgement_compare_s9","faculty_neg_1_s10","faculty_neg_2_s10","faculty_victim_s10","decision_neg1_s10","decision_neg2_s10","judgement_n1_s10","judgement_n2_s10","judgement_compare_s10"
1,11,20,3,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.85714285714286,3.42857142857143,2.85714285714286,3,2.14285714285714,0,1,1,1,1,1,1,3,0,0,1,0,0,3,3,3,0,2,2,0,1,5,1,2,0,2,1,0,0,5,5,3,1,0,1,0,0,5,5,3,2,0,,1,1,1,1,3,0,0,,0,1,5,1,2,1,2,,0,1,5,1,2,0,1,,0,0,3,3,3,1,0,,0,1,5,1,2
1,12,18,2,2,1,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.39285714285714,0,2.14285714285714,3.28571428571429,0.142857142857143,0,1,,1,1,0,0,3,2,0,,1,1,-5,-5,3,0,2,,0,1,9,-9,2,1,1,,0,1,9,-5,2,2,0,,1,0,-9,9,1,0,0,2,1,1,-9,-9,3,1,2,1,0,1,-9,-9,3,1,2,2,0,0,9,9,3,0,2,2,0,0,9,9,3,2,0,2,0,1,-5,-5,3
1,13,19,4,1,1,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.35714285714286,1.71428571428571,3.28571428571429,3.42857142857143,1,1,0,,1,1,1,1,3,1,2,,1,0,0,1,1,0,1,,0,1,1,0,2,1,1,,1,0,-1,1,1,1,1,,1,1,-1,-1,3,0,1,1,1,1,-1,-1,3,2,1,2,0,0,1,1,3,0,2,1,1,0,-1,1,1,1,1,1,0,0,1,1,3,2,2,2,1,1,-1,-1,3
1,14,24,2,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.57142857142857,2.57142857142857,3.57142857142857,2.85714285714286,1.28571428571429,1,2,1,1,0,-1,2,1,1,0,2,1,0,-2,2,1,1,2,1,0,0,6,6,3,0,0,2,1,0,3,-3,2,0,0,2,1,0,-2,2,1,2,0,,0,0,9,9,3,2,0,,1,0,-6,7,1,0,1,,0,0,9,9,3,0,2,,1,1,-9,-9,3,0,2,,1,1,-3,-3,3
2,15,19,3,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.75,1.28571428571429,2.42857142857143,2,1.28571428571429,2,2,,0,1,9,-9,2,0,2,,0,1,9,-9,2,0,1,,1,0,-9,9,1,1,2,,1,1,-9,-9,3,1,0,,0,0,9,9,3,2,2,2,1,0,-9,9,1,1,2,2,1,0,-9,9,1,0,0,2,0,1,9,-9,2,1,0,1,0,1,9,-9,2,2,0,1,0,1,9,-9,2
2,16,35,3,2,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.42857142857143,3.42857142857143,3.14285714285714,2.71428571428571,0.428571428571428,2,0,2,0,0,9,9,3,1,0,1,1,0,9,9,3,0,1,1,1,1,9,9,3,1,1,1,0,0,9,9,3,2,1,1,1,1,9,9,3,2,2,,0,1,9,-9,2,0,2,,0,1,9,-9,2,1,0,,0,1,9,-9,2,1,0,,1,1,-9,-9,3,1,0,,0,0,9,9,3
2,17,20,1,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.96428571428572,3.85714285714286,4,3.42857142857143,0.571428571428571,0,0,2,1,0,-9,9,1,0,1,1,0,0,9,9,3,0,2,2,1,0,-9,9,1,2,1,2,0,1,9,-9,2,0,2,2,0,1,9,-9,2,2,2,,0,1,9,-9,2,2,0,,1,1,-9,-9,3,2,1,,0,1,9,-9,2,1,0,,1,1,-9,-9,3,2,0,,0,1,9,-9,2
2,18,18,2,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.42857142857143,2.28571428571429,3.14285714285714,2.85714285714286,1.42857142857143,0,0,2,0,1,2,-2,2,2,1,2,1,1,-2,-2,3,1,0,1,1,1,-2,-2,3,0,1,2,1,1,-4,-4,3,1,0,1,1,0,-6,4,1,1,1,,0,0,6,6,3,0,2,,1,1,-7,-7,3,1,0,,1,0,-6,6,1,0,1,,0,1,6,-6,2,1,2,,0,0,8,8,3
2,19,19,2,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.71428571428571,3.57142857142857,2.85714285714286,3.42857142857143,1,2,1,,0,1,9,-9,2,0,1,,0,1,9,-9,2,2,0,,0,1,9,-9,2,1,0,,0,0,9,9,3,0,2,,1,0,-9,9,1,0,1,2,1,0,-9,9,1,1,2,2,1,1,-9,-9,3,2,0,2,1,0,-9,9,1,1,1,1,0,0,9,9,3,0,0,1,1,1,-9,-9,3
2,20,19,1,2,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,1.82142857142857,1.14285714285714,1.71428571428571,3.28571428571429,1.14285714285714,2,1,2,0,0,9,9,3,0,1,2,0,0,9,9,3,0,2,2,1,0,-9,9,1,0,1,1,1,1,-9,-9,3,2,2,2,1,1,0,0,3,2,0,,0,0,9,9,3,0,1,,0,1,-9,9,1,1,1,,0,1,9,-9,2,0,2,,1,1,0,0,3,2,2,,0,0,9,9,3
2,21,19,2,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2,1.85714285714286,2,2.28571428571429,1.85714285714286,2,2,,1,1,-3,-3,3,2,2,,0,0,3,3,3,2,0,,0,1,5,-5,2,0,2,,1,0,-5,5,1,0,0,,1,0,-5,5,1,0,0,1,1,0,-3,3,1,1,1,1,1,0,-5,5,1,1,2,2,1,1,-5,-3,1,2,0,2,0,0,5,5,3,0,0,1,0,1,5,-5,2
2,22,18,3,2,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.35714285714286,1.57142857142857,3,4,0.857142857142857,2,1,2,0,0,9,9,3,1,2,2,1,1,-9,-9,3,2,2,2,1,0,-9,9,1,2,0,2,0,0,9,9,3,2,2,1,0,0,9,9,3,1,1,,0,0,9,9,3,2,1,,0,0,9,9,3,0,2,,1,1,-9,-9,3,0,1,,1,0,-9,9,1,0,2,,1,1,-9,-9,3
2,23,18,3,1,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,1.85714285714286,2.28571428571429,1.71428571428571,1.85714285714286,1.57142857142857,2,2,2,1,0,3,4,1,0,1,1,0,0,7,7,3,0,0,1,1,1,2,2,3,1,0,2,0,0,0,0,3,2,2,2,1,1,6,6,3,1,1,,0,1,4,7,1,2,1,,1,1,8,8,3,2,1,,0,0,-3,-3,3,0,0,,0,1,-1,5,1,2,0,,1,1,8,8,3
2,24,19,2,2,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,1.78571428571429,1.42857142857143,2.28571428571429,2.14285714285714,1.28571428571429,1,2,2,1,0,-5,9,1,0,0,1,0,0,9,9,3,0,2,1,1,0,-9,9,1,2,2,2,1,0,-9,9,1,1,2,1,0,0,9,9,3,2,2,,0,0,9,9,3,1,0,,1,1,-9,-9,3,1,2,,1,0,-9,9,1,0,0,,0,0,9,9,3,0,2,,1,1,-9,-9,3
3,25,18,2,1,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.96428571428572,3,3.42857142857143,3.42857142857143,2,2,2,,0,0,9,9,3,0,0,,0,1,9,0,2,2,1,,1,0,0,9,1,2,0,,0,0,9,9,3,2,1,,0,1,9,0,2,0,2,2,1,0,0,9,1,1,2,2,0,0,9,9,3,0,2,1,1,1,0,0,3,1,2,1,0,1,9,0,2,1,0,1,0,0,9,9,3
3,26,18,2,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.67857142857143,2.71428571428571,3.42857142857143,3.28571428571429,1.28571428571429,2,0,1,0,1,8,-8,2,1,0,2,0,1,9,-8,2,2,2,2,1,1,-5,-5,3,2,0,1,1,0,-5,8,1,0,0,1,0,1,7,-7,2,0,1,,0,1,9,-8,2,0,1,,1,1,-5,-5,3,1,0,,0,0,9,9,3,0,0,,1,1,-9,-9,3,1,2,,1,0,-8,8,1
3,27,18,3,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.96428571428571,3.57142857142857,1.42857142857143,2.85714285714286,0,0,1,,0,0,9,9,3,2,0,,1,0,-9,9,1,1,1,,1,1,-9,-9,3,0,1,,0,1,9,-9,2,0,0,,1,1,-9,-9,3,0,2,2,1,1,0,0,3,1,1,2,1,0,0,0,3,0,2,1,1,1,0,0,3,2,2,2,0,0,0,0,3,0,0,2,1,0,0,0,3
3,28,18,2,1,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.71428571428571,1.57142857142857,2.28571428571429,0.857142857142857,2.14285714285714,2,2,,0,1,7,-6,2,2,1,,1,1,4,4,3,1,1,,0,1,6,-3,2,0,2,,1,1,5,5,3,1,1,,0,1,6,-3,2,1,0,2,1,0,-5,5,1,1,1,1,0,1,6,-4,2,1,0,1,0,1,4,-3,2,1,1,1,1,0,-6,7,1,0,0,2,1,0,-6,5,1
3,29,18,2,2,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.14285714285714,2.57142857142857,1.85714285714286,3.28571428571429,0.857142857142857,1,1,1,0,0,-4,9,1,2,2,1,1,0,-4,9,1,2,1,2,0,0,9,9,3,2,1,2,1,1,-9,-9,3,0,1,1,0,0,9,9,3,0,0,,0,0,9,9,3,2,1,,1,0,-9,9,1,1,0,,1,1,-9,-9,3,1,2,,0,0,9,9,3,1,1,,1,0,-9,9,1
3,30,18,3,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,1.71428571428571,1.57142857142857,2,1.57142857142857,1.71428571428571,2,2,1,0,1,2,5,1,1,0,1,1,1,1,1,3,2,2,1,1,0,1,5,1,2,1,2,1,1,1,1,3,2,0,1,0,0,7,7,3,2,0,,0,0,7,7,3,2,0,,1,1,-1,-1,3,2,0,,0,1,6,1,2,2,1,,0,0,7,7,3,2,1,,1,0,1,7,1
3,31,19,2,2,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.32142857142857,3.42857142857143,2.14285714285714,2.42857142857143,1.28571428571429,1,1,1,1,0,-9,9,1,2,1,1,0,0,9,9,3,0,1,1,1,1,-9,-9,3,0,1,1,1,1,-9,-9,3,2,2,2,0,0,9,9,3,0,0,,0,1,9,-9,2,1,1,,1,1,-9,-9,3,2,0,,0,1,9,-9,2,0,2,,1,1,-9,-9,3,2,0,,1,1,-9,-9,3
3,32,18,3,1,1,,,1,"Version 2.0",TRUE,TRUE,TRUE,3.25,3.42857142857143,3.14285714285714,3.57142857142857,2.85714285714286,1,1,,1,1,0,0,3,0,0,,1,1,-1,-1,3,2,2,,1,1,0,0,3,2,2,,0,0,1,1,3,0,1,,1,0,-1,2,1,2,1,1,0,1,2,-2,2,0,2,1,0,1,2,-2,2,2,0,1,0,1,2,-2,2,1,0,1,1,0,-2,2,1,0,1,1,1,0,-3,2,1
3,33,23,3,2,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.46428571428571,3.14285714285714,2,2.14285714285714,2.57142857142857,2,0,1,1,0,9,-9,2,2,0,2,0,1,-9,9,1,0,0,1,1,1,-9,-9,3,0,2,2,1,0,-9,9,1,2,1,1,0,0,9,9,3,1,2,,0,1,9,-9,2,0,1,,1,0,-9,9,1,0,0,,1,1,-9,-9,3,2,0,,0,0,9,9,3,2,0,,0,0,9,9,3
3,34,28,1,2,1,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.92857142857143,1.28571428571429,3.14285714285714,2.71428571428571,0.571428571428571,0,0,,1,1,4,4,3,2,2,,1,0,4,-1,2,2,0,,1,0,5,5,3,0,0,,0,0,6,6,3,1,1,,1,0,1,6,1,1,0,2,1,1,6,6,3,2,2,1,0,0,6,6,3,2,2,2,0,0,8,8,3,2,2,2,0,1,7,1,2,0,0,2,1,1,1,1,3
3,35,22,2,2,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,1.96428571428572,1.71428571428571,2.28571428571429,2.28571428571429,1.57142857142857,0,1,1,1,0,0,9,1,0,0,2,1,0,9,0,2,0,0,1,0,1,0,9,1,0,0,1,0,0,9,9,3,0,1,1,0,0,9,9,3,0,0,,1,1,9,9,3,2,2,,1,1,-9,-9,3,0,1,,1,0,-9,9,1,2,2,,1,0,0,0,3,1,2,,0,1,9,-9,2
3,36,18,2,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.71428571428572,1.57142857142857,2.28571428571429,2,1,1,0,,1,1,1,1,3,2,1,,0,0,9,9,3,2,1,,0,0,9,9,3,0,2,,0,0,9,9,3,1,2,,0,1,9,1,2,0,0,2,0,1,9,1,2,0,2,1,1,1,1,1,3,1,2,2,0,0,9,9,3,1,2,2,1,1,1,1,3,2,2,2,1,1,1,1,3
4,37,18,3,2,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,1.96428571428572,2.14285714285714,2.85714285714286,1.85714285714286,1,1,1,1,0,1,5,-5,2,1,1,1,1,0,-6,5,1,1,0,2,0,1,7,-7,2,2,0,2,0,1,5,-6,2,2,2,1,1,0,-6,7,1,2,2,,1,1,-7,-7,3,1,1,,1,0,-8,7,1,1,1,,0,1,7,-8,2,0,1,,1,0,-9,9,1,2,0,,0,1,9,-8,2
4,38,18,2,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.42857142857143,2.71428571428571,2.57142857142857,2.57142857142857,1.85714285714286,1,1,,0,0,7,7,3,1,1,,0,0,7,7,3,2,0,,1,1,4,4,3,0,0,,1,1,2,2,3,0,0,,0,1,4,-2,2,0,0,2,1,1,-3,-3,3,2,1,2,0,0,7,7,3,2,0,1,1,0,-2,5,1,1,0,1,1,1,2,2,3,0,1,2,1,1,-2,-2,3
4,39,18,4,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.35714285714286,0.857142857142857,1.85714285714286,2.42857142857143,0.285714285714286,0,1,,1,1,6,6,3,0,1,,1,1,6,6,3,0,2,,1,1,6,-2,2,0,0,,0,0,9,9,3,1,1,,1,1,3,3,3,1,0,1,0,0,-3,5,1,1,1,1,0,1,5,-4,2,0,1,2,0,0,9,5,2,2,1,2,0,0,8,2,2,2,2,2,0,1,6,-2,2
4,40,19,3,2,1,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.03571428571429,0.714285714285714,1.57142857142857,0.571428571428571,1.28571428571429,0,2,,1,0,-8,8,1,1,0,,0,1,9,-9,2,1,1,,1,1,-9,-9,3,1,0,,1,0,-9,9,1,2,2,,1,1,-9,-9,3,2,2,2,0,1,-4,-4,3,0,1,2,1,1,-4,-4,3,1,0,1,1,0,-9,9,1,2,0,1,1,1,-5,-5,3,2,1,2,0,0,9,9,3
4,41,19,0,1,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.27976190476191,2.42857142857143,1.85714285714286,2.66666666666667,2.16666666666667,2,1,,0,0,9,9,3,0,0,,0,1,9,4,2,2,0,,0,1,9,3,2,1,0,,0,0,9,9,3,2,2,,0,1,9,0,2,2,0,2,1,0,0,9,1,2,1,1,1,1,0,0,3,2,2,1,0,0,9,9,3,0,0,2,0,0,9,9,3,1,0,1,1,0,0,9,1
4,42,18,4,2,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,1.96428571428571,1.57142857142857,2,2.57142857142857,1.71428571428571,2,0,1,0,0,5,5,3,2,2,1,1,1,0,0,3,2,2,1,1,1,0,0,3,0,2,2,0,0,5,5,3,1,0,2,1,1,0,0,3,2,1,,0,1,5,0,2,0,2,,1,0,0,5,1,1,1,,0,1,0,0,3,0,2,,0,1,5,0,2,0,0,,0,0,5,5,3
5,43,27,4,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.39285714285714,3,3.28571428571429,1.57142857142857,1.71428571428571,1,2,1,1,1,-5,0,1,2,1,2,0,0,-1,1,1,1,1,1,0,1,2,-2,2,2,2,2,1,0,-2,3,1,0,0,1,0,0,4,4,3,2,1,,1,0,-3,0,1,0,2,,1,1,-1,-1,3,2,0,,0,1,0,-2,2,1,1,,1,0,-2,2,1,2,2,,1,0,-3,2,1
5,44,18,4,1,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,1.89285714285714,1.14285714285714,2,3,1.42857142857143,1,1,2,1,0,-6,-6,3,0,2,1,0,1,-5,-5,3,1,0,2,1,1,9,9,3,1,1,2,0,0,9,9,3,1,2,1,1,0,-9,-6,1,0,2,,1,1,-9,-9,3,0,1,,1,0,-9,-9,3,0,1,,1,0,-9,-9,3,0,2,,0,0,9,9,3,1,2,,0,0,9,9,3
5,45,19,2,2,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.03571428571429,1.14285714285714,2.14285714285714,3.42857142857143,1.42857142857143,2,1,1,1,0,-5,9,1,1,1,1,0,0,9,9,3,1,1,2,1,0,-5,8,1,2,2,2,1,1,-3,-3,3,0,2,1,1,0,-5,8,1,2,0,,0,0,5,5,3,2,0,,0,1,5,-5,2,1,0,,0,1,6,-6,2,2,0,,1,0,-5,5,1,1,1,,1,0,-5,8,1
5,46,18,2,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.89285714285714,2.14285714285714,2.28571428571429,2,1.14285714285714,2,2,,1,1,4,4,3,1,0,,0,0,7,5,2,0,2,,0,1,0,-2,2,2,1,,0,1,3,0,2,1,0,,0,0,5,3,2,1,2,1,1,0,2,5,1,1,0,1,0,0,5,5,3,2,0,1,0,0,4,4,3,2,1,2,0,0,5,5,3,2,2,2,0,0,4,4,3
5,47,18,2,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.96428571428572,1.57142857142857,2.42857142857143,2.57142857142857,1.28571428571429,1,2,,0,0,9,9,3,1,0,,0,1,6,-6,2,2,0,,0,1,6,-6,2,0,1,,0,0,9,9,3,0,2,,1,0,-9,9,1,1,0,2,0,1,9,-9,2,1,0,1,0,0,9,9,3,0,1,1,1,1,-9,-9,3,1,2,1,1,0,-9,9,1,2,1,2,0,0,9,9,3
5,48,18,1,2,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,1.64285714285714,0.857142857142857,1.57142857142857,1.71428571428571,2.42857142857143,2,1,2,0,1,3,3,3,1,0,2,0,1,3,3,3,0,2,2,0,1,4,4,3,1,0,1,0,0,3,3,3,1,1,1,0,0,9,9,3,2,2,,1,1,5,5,3,0,0,,1,1,5,5,3,1,1,,1,1,5,5,3,2,2,,0,0,5,5,3,1,2,,0,1,4,4,3
5,49,18,3,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.75,1.85714285714286,3.71428571428571,3.28571428571429,2.14285714285714,1,2,,1,1,-8,-8,3,2,1,,1,1,-8,-8,3,0,0,,1,0,-8,6,1,1,0,,0,0,8,8,3,1,1,,0,1,-8,8,1,1,0,2,0,0,8,8,3,0,2,2,1,1,-7,-7,3,2,2,1,1,0,-8,9,1,2,0,1,1,0,-9,9,1,2,1,1,1,1,-9,-9,3
6,50,18,2,2,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.28571428571429,3,3,3,0.142857142857143,0,0,1,0,1,9,0,2,2,0,2,0,1,9,0,2,2,0,1,0,0,9,9,3,2,0,1,0,0,9,9,3,2,0,2,0,0,9,9,3,1,1,,1,1,0,0,3,1,2,,1,1,0,0,3,2,0,,0,0,9,9,3,1,0,,0,0,9,9,3,0,2,,1,0,0,9,1
6,51,18,2,1,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.71428571428571,3.14285714285714,3,3,1.71428571428571,0,0,,1,0,2,8,1,1,2,,0,1,8,-1,2,2,1,,1,1,-3,-3,3,2,1,,1,1,-4,-4,3,2,0,,0,1,9,-3,2,2,0,2,0,0,8,8,3,1,2,1,0,1,8,-3,2,1,1,2,1,1,-5,-5,3,1,2,1,1,1,-6,-6,3,1,2,2,0,0,9,9,3
